#id	length	GC	avg.qual	sample
SRR9089357.90	1543	54.70	44.33	Zymo_FL16S
SRR9089357.91	1545	53.33	31.53	Zymo_FL16S
SRR9089357.92	1544	53.43	31.79	Zymo_FL16S
SRR9089357.93	1548	53.17	32.19	Zymo_FL16S
SRR9089357.94	1543	54.76	33.78	Zymo_FL16S
SRR9089357.95	1546	54.72	34.23	Zymo_FL16S
SRR9089357.96	1541	54.51	32.89	Zymo_FL16S
SRR9089357.97	1546	50.71	39.69	Zymo_FL16S
SRR9089357.98	1534	54.37	46.30	Zymo_FL16S
SRR9089357.99	1542	53.24	42.49	Zymo_FL16S
SRR9089357.100	1546	50.78	37.74	Zymo_FL16S
SRR9089357.101	1535	54.40	32.83	Zymo_FL16S
SRR9089357.102	1542	54.86	39.06	Zymo_FL16S
SRR9089357.103	1535	54.27	59.40	Zymo_FL16S
SRR9089357.104	1543	53.34	36.96	Zymo_FL16S
SRR9089357.105	1554	53.54	39.29	Zymo_FL16S
SRR9089357.106	1553	53.51	34.96	Zymo_FL16S
SRR9089357.107	1545	50.68	46.37	Zymo_FL16S
SRR9089357.108	1543	53.27	35.48	Zymo_FL16S
SRR9089357.109	1545	51.00	34.89	Zymo_FL16S
SRR9089357.110	1543	51.07	34.43	Zymo_FL16S
SRR9089357.111	1555	53.50	37.58	Zymo_FL16S
SRR9089357.112	1542	53.37	31.29	Zymo_FL16S
SRR9089357.113	1534	54.30	34.87	Zymo_FL16S
SRR9089357.114	1569	52.64	43.80	Zymo_FL16S
SRR9089357.115	1529	53.76	49.98	Zymo_FL16S
SRR9089357.116	1543	54.63	46.57	Zymo_FL16S
SRR9089357.117	1535	54.40	73.09	Zymo_FL16S
SRR9089357.118	3126	52.94	30.56	Zymo_FL16S
SRR9089357.119	1545	50.94	35.91	Zymo_FL16S
SRR9089357.120	1555	53.57	31.02	Zymo_FL16S
SRR9089357.121	1532	54.37	33.78	Zymo_FL16S
SRR9089357.122	1542	54.80	39.96	Zymo_FL16S
SRR9089357.123	1554	53.67	49.35	Zymo_FL16S
SRR9089357.124	1542	54.67	35.51	Zymo_FL16S
SRR9089357.125	1569	52.39	91.88	Zymo_FL16S
SRR9089357.126	1543	54.63	42.73	Zymo_FL16S
SRR9089357.127	1571	52.51	33.32	Zymo_FL16S
SRR9089357.128	1568	52.55	32.21	Zymo_FL16S
SRR9089357.129	1545	50.61	40.89	Zymo_FL16S
SRR9089357.130	1543	53.27	55.70	Zymo_FL16S
SRR9089357.131	1543	53.34	31.90	Zymo_FL16S
SRR9089357.132	1542	54.73	55.88	Zymo_FL16S
SRR9089357.133	1542	54.60	31.32	Zymo_FL16S
SRR9089357.134	1543	54.70	36.55	Zymo_FL16S
SRR9089357.135	1544	53.24	37.08	Zymo_FL16S
SRR9089357.136	1542	54.60	31.19	Zymo_FL16S
SRR9089357.137	839	51.13	62.25	Zymo_FL16S
SRR9089357.138	1543	53.34	51.77	Zymo_FL16S
SRR9089357.139	1544	54.79	33.75	Zymo_FL16S
SRR9089357.140	1539	54.71	35.75	Zymo_FL16S
SRR9089357.141	1544	50.91	49.23	Zymo_FL16S
SRR9089357.142	1543	54.70	42.50	Zymo_FL16S
SRR9089357.143	1543	51.00	42.91	Zymo_FL16S
SRR9089357.144	1551	53.51	33.00	Zymo_FL16S
SRR9089357.145	1544	54.73	34.72	Zymo_FL16S
SRR9089357.146	1543	53.40	33.07	Zymo_FL16S
SRR9089357.147	1544	54.73	31.52	Zymo_FL16S
SRR9089357.148	1569	52.77	40.89	Zymo_FL16S
SRR9089357.149	1582	52.47	30.21	Zymo_FL16S
SRR9089357.150	1543	54.63	34.74	Zymo_FL16S
SRR9089357.151	1543	53.34	52.86	Zymo_FL16S
SRR9089357.152	1544	54.66	43.75	Zymo_FL16S
SRR9089357.153	1534	54.37	35.96	Zymo_FL16S
SRR9089357.154	1529	53.70	60.83	Zymo_FL16S
SRR9089357.155	1554	53.54	32.58	Zymo_FL16S
SRR9089357.156	1535	54.46	55.46	Zymo_FL16S
SRR9089357.157	1546	50.91	48.50	Zymo_FL16S
SRR9089357.158	1554	53.60	35.53	Zymo_FL16S
SRR9089357.159	1543	54.63	44.43	Zymo_FL16S
SRR9089357.160	1543	54.83	60.27	Zymo_FL16S
SRR9089357.161	1543	54.63	51.83	Zymo_FL16S
SRR9089357.162	1530	53.27	66.84	Zymo_FL16S
SRR9089357.163	1535	54.20	39.94	Zymo_FL16S
SRR9089357.164	1545	50.68	48.07	Zymo_FL16S
SRR9089357.165	1571	52.71	33.29	Zymo_FL16S
SRR9089357.166	1550	54.90	30.31	Zymo_FL16S
SRR9089357.167	1567	52.78	30.11	Zymo_FL16S
SRR9089357.168	1554	53.54	38.75	Zymo_FL16S
SRR9089357.169	1536	54.23	33.92	Zymo_FL16S
SRR9089357.170	1569	52.45	49.81	Zymo_FL16S
SRR9089357.171	1543	54.50	35.16	Zymo_FL16S
SRR9089357.172	1548	50.58	30.31	Zymo_FL16S
SRR9089357.173	1545	50.81	40.97	Zymo_FL16S
SRR9089357.174	1535	54.33	37.96	Zymo_FL16S
SRR9089357.175	1545	50.68	40.08	Zymo_FL16S
SRR9089357.176	1569	52.58	34.25	Zymo_FL16S
SRR9089357.177	1545	50.74	46.88	Zymo_FL16S
SRR9089357.178	1531	54.41	30.17	Zymo_FL16S
SRR9089357.179	1543	54.63	34.44	Zymo_FL16S
SRR9089357.180	1545	50.74	33.09	Zymo_FL16S
SRR9089357.181	1544	54.92	35.84	Zymo_FL16S
SRR9089357.182	1555	53.44	43.20	Zymo_FL16S
SRR9089357.183	1569	52.71	48.31	Zymo_FL16S
SRR9089357.184	1535	54.27	36.17	Zymo_FL16S
SRR9089357.185	1569	52.45	62.66	Zymo_FL16S
SRR9089357.186	1535	54.33	65.13	Zymo_FL16S
SRR9089357.187	1535	54.40	63.31	Zymo_FL16S
SRR9089357.188	1541	53.28	34.39	Zymo_FL16S
SRR9089357.189	1543	53.34	53.64	Zymo_FL16S
SRR9089357.190	1530	53.73	33.49	Zymo_FL16S
SRR9089357.191	1528	53.80	34.63	Zymo_FL16S
SRR9089357.192	1534	54.43	34.39	Zymo_FL16S
SRR9089357.193	1544	54.66	31.13	Zymo_FL16S
SRR9089357.194	1534	54.04	37.82	Zymo_FL16S
SRR9089357.195	1533	54.21	38.84	Zymo_FL16S
SRR9089357.196	1529	53.96	41.22	Zymo_FL16S
SRR9089357.197	1554	53.60	40.41	Zymo_FL16S
SRR9089357.198	1534	54.30	41.38	Zymo_FL16S
SRR9089357.199	1545	50.68	32.93	Zymo_FL16S
SRR9089357.200	1542	54.54	30.29	Zymo_FL16S
SRR9089357.201	1534	54.43	31.62	Zymo_FL16S
SRR9089357.202	1580	52.59	35.15	Zymo_FL16S
SRR9089357.203	1533	54.34	35.64	Zymo_FL16S
SRR9089357.204	1532	53.66	32.96	Zymo_FL16S
SRR9089357.205	1535	54.27	47.85	Zymo_FL16S
SRR9089357.206	1536	54.36	44.69	Zymo_FL16S
SRR9089357.207	1544	50.91	36.67	Zymo_FL16S
SRR9089357.208	1529	53.89	33.38	Zymo_FL16S
SRR9089357.209	1545	50.61	36.35	Zymo_FL16S
SRR9089357.210	1541	50.75	36.24	Zymo_FL16S
SRR9089357.211	1543	54.70	32.33	Zymo_FL16S
SRR9089357.212	1569	52.58	49.01	Zymo_FL16S
SRR9089357.213	1543	54.57	57.89	Zymo_FL16S
SRR9089357.214	1536	54.36	53.00	Zymo_FL16S
SRR9089357.215	1544	51.04	31.42	Zymo_FL16S
SRR9089357.216	1571	52.58	34.43	Zymo_FL16S
SRR9089357.217	1569	52.77	34.06	Zymo_FL16S
SRR9089357.218	1535	54.27	39.14	Zymo_FL16S
SRR9089357.219	1543	54.63	38.67	Zymo_FL16S
SRR9089357.220	1536	54.23	35.03	Zymo_FL16S
SRR9089357.221	1543	54.76	31.59	Zymo_FL16S
SRR9089357.222	1545	50.87	40.16	Zymo_FL16S
SRR9089357.223	1569	52.71	55.36	Zymo_FL16S
SRR9089357.224	1545	50.68	59.05	Zymo_FL16S
SRR9089357.225	1546	51.10	35.16	Zymo_FL16S
SRR9089357.226	1534	54.30	37.04	Zymo_FL16S
SRR9089357.227	1535	54.40	61.78	Zymo_FL16S
SRR9089357.228	1545	50.94	56.86	Zymo_FL16S
SRR9089357.229	1578	52.60	34.70	Zymo_FL16S
SRR9089357.230	1545	50.94	69.84	Zymo_FL16S
SRR9089357.231	1543	50.68	34.91	Zymo_FL16S
SRR9089357.232	1556	53.73	34.68	Zymo_FL16S
SRR9089357.233	1569	52.71	30.58	Zymo_FL16S
SRR9089357.234	1544	53.30	39.58	Zymo_FL16S
SRR9089357.235	1535	54.33	60.32	Zymo_FL16S
SRR9089357.236	1535	54.53	35.53	Zymo_FL16S
SRR9089357.237	1542	54.86	47.62	Zymo_FL16S
SRR9089357.238	1543	53.27	40.14	Zymo_FL16S
SRR9089357.239	1535	54.33	30.22	Zymo_FL16S
SRR9089357.240	1530	54.64	31.28	Zymo_FL16S
SRR9089357.241	1545	50.61	42.86	Zymo_FL16S
SRR9089357.242	1545	50.94	40.89	Zymo_FL16S
SRR9089357.243	1534	54.37	42.85	Zymo_FL16S
SRR9089357.244	1535	54.27	61.64	Zymo_FL16S
SRR9089357.245	1535	54.40	45.85	Zymo_FL16S
SRR9089357.246	1542	53.31	36.11	Zymo_FL16S
SRR9089357.247	1544	54.79	36.26	Zymo_FL16S
SRR9089357.248	1544	53.30	34.30	Zymo_FL16S
SRR9089357.249	1533	54.34	30.69	Zymo_FL16S
SRR9089357.250	1579	52.50	71.69	Zymo_FL16S
SRR9089357.251	1511	53.81	32.17	Zymo_FL16S
SRR9089357.252	1554	53.54	50.19	Zymo_FL16S
SRR9089357.253	1527	53.96	37.31	Zymo_FL16S
SRR9089357.254	1546	50.91	35.84	Zymo_FL16S
SRR9089357.255	1567	52.65	30.61	Zymo_FL16S
SRR9089357.256	1555	53.50	30.55	Zymo_FL16S
SRR9089357.257	1569	52.71	55.93	Zymo_FL16S
SRR9089357.258	1547	50.74	30.68	Zymo_FL16S
SRR9089357.259	1535	54.33	48.61	Zymo_FL16S
SRR9089357.260	1535	54.33	59.25	Zymo_FL16S
SRR9089357.261	1569	52.64	52.12	Zymo_FL16S
SRR9089357.262	1569	52.52	34.55	Zymo_FL16S
SRR9089357.263	1544	54.53	35.13	Zymo_FL16S
SRR9089357.264	1535	54.40	41.75	Zymo_FL16S
SRR9089357.265	1543	54.63	43.10	Zymo_FL16S
SRR9089357.266	1571	52.51	33.53	Zymo_FL16S
SRR9089357.267	1545	50.81	49.53	Zymo_FL16S
SRR9089357.268	1535	54.33	33.10	Zymo_FL16S
SRR9089357.269	1555	53.63	30.57	Zymo_FL16S
SRR9089357.270	1532	54.37	30.00	Zymo_FL16S
SRR9089357.271	1539	50.75	39.64	Zymo_FL16S
SRR9089357.272	1535	54.27	36.75	Zymo_FL16S
SRR9089357.273	1543	54.70	47.62	Zymo_FL16S
SRR9089357.274	1555	53.63	31.39	Zymo_FL16S
SRR9089357.275	1534	54.17	41.46	Zymo_FL16S
SRR9089357.276	1545	50.74	60.75	Zymo_FL16S
SRR9089357.277	1544	53.30	31.36	Zymo_FL16S
SRR9089357.278	1555	53.50	36.05	Zymo_FL16S
SRR9089357.279	1545	50.74	35.32	Zymo_FL16S
SRR9089357.280	1536	54.43	33.06	Zymo_FL16S
SRR9089357.281	1569	52.71	49.38	Zymo_FL16S
SRR9089357.282	1540	53.31	30.03	Zymo_FL16S
SRR9089357.283	1568	52.61	38.27	Zymo_FL16S
SRR9089357.284	1579	52.50	54.73	Zymo_FL16S
SRR9089357.285	1544	50.91	55.63	Zymo_FL16S
SRR9089357.286	1557	52.67	50.92	Zymo_FL16S
SRR9089357.287	1565	52.65	33.15	Zymo_FL16S
SRR9089357.288	1542	54.47	30.60	Zymo_FL16S
SRR9089357.289	1543	54.70	67.81	Zymo_FL16S
SRR9089357.290	1545	50.81	42.55	Zymo_FL16S
SRR9089357.291	1534	54.43	33.04	Zymo_FL16S
SRR9089357.292	1528	53.86	31.79	Zymo_FL16S
SRR9089357.293	1543	53.27	40.25	Zymo_FL16S
SRR9089357.294	1542	54.67	35.23	Zymo_FL16S
SRR9089357.295	1536	54.30	37.13	Zymo_FL16S
SRR9089357.296	1570	52.55	32.75	Zymo_FL16S
SRR9089357.297	1553	53.64	39.40	Zymo_FL16S
SRR9089357.298	1542	53.50	30.84	Zymo_FL16S
SRR9089357.299	1569	52.71	50.90	Zymo_FL16S
SRR9089357.300	1543	54.63	34.74	Zymo_FL16S
SRR9089357.301	1541	53.93	30.58	Zymo_FL16S
SRR9089357.302	1530	53.86	32.65	Zymo_FL16S
SRR9089357.303	1569	52.71	34.28	Zymo_FL16S
SRR9089357.304	1543	53.27	38.46	Zymo_FL16S
SRR9089357.305	1543	54.76	60.36	Zymo_FL16S
SRR9089357.306	1530	53.86	49.28	Zymo_FL16S
SRR9089357.307	1543	54.76	39.45	Zymo_FL16S
SRR9089357.308	1579	52.69	38.61	Zymo_FL16S
SRR9089357.309	1555	53.63	33.70	Zymo_FL16S
SRR9089357.310	1570	52.23	30.43	Zymo_FL16S
SRR9089357.311	1540	53.44	37.80	Zymo_FL16S
SRR9089357.312	1535	54.33	34.84	Zymo_FL16S
SRR9089357.313	1541	53.28	67.65	Zymo_FL16S
SRR9089357.314	1535	54.27	34.69	Zymo_FL16S
SRR9089357.315	1535	54.40	45.31	Zymo_FL16S
SRR9089357.316	1540	53.25	30.38	Zymo_FL16S
SRR9089357.317	1529	53.83	43.24	Zymo_FL16S
SRR9089357.318	1553	53.70	40.66	Zymo_FL16S
SRR9089357.319	1543	54.70	45.51	Zymo_FL16S
SRR9089357.320	1543	54.63	36.97	Zymo_FL16S
SRR9089357.321	1543	53.34	45.95	Zymo_FL16S
SRR9089357.322	1549	53.58	48.51	Zymo_FL16S
SRR9089357.323	1542	54.60	35.67	Zymo_FL16S
SRR9089357.324	1533	54.34	33.70	Zymo_FL16S
SRR9089357.325	1543	50.87	32.06	Zymo_FL16S
SRR9089357.326	1545	51.00	65.95	Zymo_FL16S
SRR9089357.327	1553	53.57	31.45	Zymo_FL16S
SRR9089357.328	1567	52.78	47.73	Zymo_FL16S
SRR9089357.329	1544	50.71	34.62	Zymo_FL16S
SRR9089357.330	1569	52.58	48.27	Zymo_FL16S
SRR9089357.331	1545	50.94	43.08	Zymo_FL16S
SRR9089357.332	1543	53.40	40.80	Zymo_FL16S
SRR9089357.333	1570	52.68	43.42	Zymo_FL16S
SRR9089357.334	1534	54.24	31.24	Zymo_FL16S
SRR9089357.335	1542	54.67	31.92	Zymo_FL16S
SRR9089357.336	1554	53.41	44.27	Zymo_FL16S
SRR9089357.337	1543	54.76	39.11	Zymo_FL16S
SRR9089357.338	1543	54.57	45.29	Zymo_FL16S
SRR9089357.339	1498	54.81	48.96	Zymo_FL16S
SRR9089357.340	1543	53.34	76.52	Zymo_FL16S
SRR9089357.341	1529	53.96	42.12	Zymo_FL16S
SRR9089357.342	1552	53.61	40.28	Zymo_FL16S
SRR9089357.343	1543	50.94	35.60	Zymo_FL16S
SRR9089357.344	1542	53.44	32.97	Zymo_FL16S
SRR9089357.345	1569	52.64	32.37	Zymo_FL16S
SRR9089357.346	1543	53.21	42.36	Zymo_FL16S
SRR9089357.347	1543	54.70	33.00	Zymo_FL16S
SRR9089357.348	1543	53.40	38.95	Zymo_FL16S
SRR9089357.349	1543	53.40	45.86	Zymo_FL16S
SRR9089357.350	1536	54.62	51.31	Zymo_FL16S
SRR9089357.351	1535	54.40	61.49	Zymo_FL16S
SRR9089357.352	1543	53.47	49.77	Zymo_FL16S
SRR9089357.353	1546	53.23	35.87	Zymo_FL16S
SRR9089357.354	1546	54.66	31.74	Zymo_FL16S
SRR9089357.355	1545	50.61	42.97	Zymo_FL16S
SRR9089357.356	1543	54.70	34.41	Zymo_FL16S
SRR9089357.357	1542	54.67	46.54	Zymo_FL16S
SRR9089357.358	1554	53.73	73.78	Zymo_FL16S
SRR9089357.359	1544	50.71	34.97	Zymo_FL16S
SRR9089357.360	1579	52.56	52.68	Zymo_FL16S
SRR9089357.361	1536	54.23	35.91	Zymo_FL16S
SRR9089357.362	1540	53.31	30.38	Zymo_FL16S
SRR9089357.363	1571	52.71	37.03	Zymo_FL16S
SRR9089357.364	1543	54.70	56.43	Zymo_FL16S
SRR9089357.365	1542	50.71	33.33	Zymo_FL16S
SRR9089357.366	1536	54.36	31.69	Zymo_FL16S
SRR9089357.367	1543	54.63	36.35	Zymo_FL16S
SRR9089357.368	1543	54.83	47.19	Zymo_FL16S
SRR9089357.369	1536	54.30	31.74	Zymo_FL16S
SRR9089357.370	1535	54.33	34.65	Zymo_FL16S
SRR9089357.371	1535	54.33	40.75	Zymo_FL16S
SRR9089357.372	1543	54.76	55.68	Zymo_FL16S
SRR9089357.373	1530	53.73	30.77	Zymo_FL16S
SRR9089357.374	1543	53.27	36.30	Zymo_FL16S
SRR9089357.375	1544	50.58	39.60	Zymo_FL16S
SRR9089357.376	1554	53.67	38.64	Zymo_FL16S
SRR9089357.377	1528	53.86	40.54	Zymo_FL16S
SRR9089357.378	1545	50.81	30.92	Zymo_FL16S
SRR9089357.379	1568	52.68	40.17	Zymo_FL16S
SRR9089357.380	1543	54.76	34.53	Zymo_FL16S
SRR9089357.381	1546	50.84	35.51	Zymo_FL16S
SRR9089357.382	1535	54.20	53.46	Zymo_FL16S
SRR9089357.383	1533	54.34	37.11	Zymo_FL16S
SRR9089357.384	1541	54.64	33.19	Zymo_FL16S
SRR9089357.385	1569	52.64	35.50	Zymo_FL16S
SRR9089357.386	1531	54.28	37.59	Zymo_FL16S
SRR9089357.387	1543	54.57	32.92	Zymo_FL16S
SRR9089357.388	1543	54.83	45.37	Zymo_FL16S
SRR9089357.389	1543	54.76	56.41	Zymo_FL16S
SRR9089357.390	1555	53.44	43.51	Zymo_FL16S
SRR9089357.391	1533	54.34	30.57	Zymo_FL16S
SRR9089357.392	1554	53.60	38.89	Zymo_FL16S
SRR9089357.393	1541	53.15	34.24	Zymo_FL16S
SRR9089357.394	1534	54.43	34.69	Zymo_FL16S
SRR9089357.395	1545	50.94	39.86	Zymo_FL16S
SRR9089357.396	1578	52.66	31.26	Zymo_FL16S
SRR9089357.397	1542	54.54	39.60	Zymo_FL16S
SRR9089357.398	1580	52.53	44.37	Zymo_FL16S
SRR9089357.399	1535	54.20	47.74	Zymo_FL16S
SRR9089357.400	1545	50.74	31.20	Zymo_FL16S
SRR9089357.401	1554	53.54	34.27	Zymo_FL16S
SRR9089357.402	1545	54.76	30.47	Zymo_FL16S
SRR9089357.403	1537	54.33	33.01	Zymo_FL16S
SRR9089357.404	1535	54.33	42.12	Zymo_FL16S
SRR9089357.405	1546	51.03	33.24	Zymo_FL16S
SRR9089357.406	1545	50.94	33.24	Zymo_FL16S
SRR9089357.407	1543	54.83	37.31	Zymo_FL16S
SRR9089357.408	1545	50.81	43.54	Zymo_FL16S
SRR9089357.409	1545	50.81	34.90	Zymo_FL16S
SRR9089357.410	1554	53.60	30.79	Zymo_FL16S
SRR9089357.411	1543	54.96	64.84	Zymo_FL16S
SRR9089357.412	1569	52.52	46.95	Zymo_FL16S
SRR9089357.413	1568	52.81	33.89	Zymo_FL16S
SRR9089357.414	1527	53.83	35.66	Zymo_FL16S
SRR9089357.415	1542	53.37	34.99	Zymo_FL16S
SRR9089357.416	1534	54.11	30.71	Zymo_FL16S
SRR9089357.417	1529	54.02	53.99	Zymo_FL16S
SRR9089357.418	1534	54.37	42.81	Zymo_FL16S
SRR9089357.419	1546	50.71	35.56	Zymo_FL16S
SRR9089357.420	1552	53.61	40.96	Zymo_FL16S
SRR9089357.421	1543	54.70	31.84	Zymo_FL16S
SRR9089357.422	1545	50.74	33.78	Zymo_FL16S
SRR9089357.423	1553	53.51	36.84	Zymo_FL16S
SRR9089357.424	1545	50.87	42.04	Zymo_FL16S
SRR9089357.425	1544	50.65	39.77	Zymo_FL16S
SRR9089357.426	1542	54.73	35.15	Zymo_FL16S
SRR9089357.427	1541	53.34	33.13	Zymo_FL16S
SRR9089357.428	1543	53.40	35.20	Zymo_FL16S
SRR9089357.429	1544	50.58	31.42	Zymo_FL16S
SRR9089357.430	1569	52.64	46.74	Zymo_FL16S
SRR9089357.431	1569	52.71	46.12	Zymo_FL16S
SRR9089357.432	1579	52.63	68.41	Zymo_FL16S
SRR9089357.433	1542	54.73	33.60	Zymo_FL16S
SRR9089357.434	1554	53.73	56.43	Zymo_FL16S
SRR9089357.435	1536	54.23	36.59	Zymo_FL16S
SRR9089357.436	1543	54.76	37.86	Zymo_FL16S
SRR9089357.437	1555	53.63	33.83	Zymo_FL16S
SRR9089357.438	1546	50.91	34.33	Zymo_FL16S
SRR9089357.439	1535	54.33	43.06	Zymo_FL16S
SRR9089357.440	1543	54.63	81.24	Zymo_FL16S
SRR9089357.441	1543	54.57	59.84	Zymo_FL16S
SRR9089357.442	1546	50.91	30.71	Zymo_FL16S
SRR9089357.443	1542	54.67	32.24	Zymo_FL16S
SRR9089357.444	1542	53.37	39.00	Zymo_FL16S
SRR9089357.445	1543	54.89	30.84	Zymo_FL16S
SRR9089357.446	1543	53.21	47.77	Zymo_FL16S
SRR9089357.447	1542	53.44	38.50	Zymo_FL16S
SRR9089357.448	1555	53.57	48.65	Zymo_FL16S
SRR9089357.449	1537	54.39	39.99	Zymo_FL16S
SRR9089357.450	1553	53.64	30.90	Zymo_FL16S
SRR9089357.451	1545	50.74	34.53	Zymo_FL16S
SRR9089357.452	1554	53.47	34.79	Zymo_FL16S
SRR9089357.453	1569	52.71	34.96	Zymo_FL16S
SRR9089357.454	1544	54.60	38.04	Zymo_FL16S
SRR9089357.455	1545	50.87	31.19	Zymo_FL16S
SRR9089357.456	1572	52.54	30.21	Zymo_FL16S
SRR9089357.457	1540	50.91	44.87	Zymo_FL16S
SRR9089357.458	1540	53.44	32.30	Zymo_FL16S
SRR9089357.459	1554	53.47	33.06	Zymo_FL16S
SRR9089357.460	1545	50.81	31.38	Zymo_FL16S
SRR9089357.461	1535	54.33	40.35	Zymo_FL16S
SRR9089357.462	1554	53.41	38.74	Zymo_FL16S
SRR9089357.463	1543	54.63	66.50	Zymo_FL16S
SRR9089357.464	1546	50.84	34.11	Zymo_FL16S
SRR9089357.465	1542	54.73	36.87	Zymo_FL16S
