#id	length	GC	avg.qual	sample
SRR9089358.64	1478	52.71	32.85	BEI_FL16S
SRR9089358.65	1474	51.36	34.86	BEI_FL16S
SRR9089358.66	1479	52.74	55.98	BEI_FL16S
SRR9089358.67	1474	53.66	90.89	BEI_FL16S
SRR9089358.68	1479	52.67	46.65	BEI_FL16S
SRR9089358.69	1473	51.26	34.00	BEI_FL16S
SRR9089358.70	1473	51.46	34.75	BEI_FL16S
SRR9089358.71	1389	55.80	63.16	BEI_FL16S
SRR9089358.72	1474	51.36	35.49	BEI_FL16S
SRR9089358.73	1473	51.05	30.17	BEI_FL16S
SRR9089358.74	1473	51.39	40.24	BEI_FL16S
SRR9089358.75	1479	52.67	35.49	BEI_FL16S
SRR9089358.76	1389	55.80	47.98	BEI_FL16S
SRR9089358.77	1480	52.64	31.52	BEI_FL16S
SRR9089358.78	1433	52.83	35.37	BEI_FL16S
SRR9089358.79	1471	52.28	35.81	BEI_FL16S
SRR9089358.80	1473	51.19	37.06	BEI_FL16S
SRR9089358.81	1464	54.99	47.84	BEI_FL16S
SRR9089358.82	1479	52.74	42.16	BEI_FL16S
SRR9089358.83	1474	51.36	32.72	BEI_FL16S
SRR9089358.84	1474	51.22	52.78	BEI_FL16S
SRR9089358.85	1479	52.74	39.70	BEI_FL16S
SRR9089358.86	1474	51.22	60.58	BEI_FL16S
SRR9089358.87	1473	51.46	43.86	BEI_FL16S
SRR9089358.88	1478	52.71	42.20	BEI_FL16S
SRR9089358.89	1465	54.88	39.43	BEI_FL16S
SRR9089358.90	1479	52.67	58.83	BEI_FL16S
SRR9089358.91	1389	55.80	52.39	BEI_FL16S
SRR9089358.92	1479	52.67	35.35	BEI_FL16S
SRR9089358.93	1479	52.74	47.06	BEI_FL16S
SRR9089358.94	1466	54.98	51.52	BEI_FL16S
SRR9089358.95	1478	52.64	30.94	BEI_FL16S
SRR9089358.96	1464	54.78	36.04	BEI_FL16S
SRR9089358.97	1493	52.24	32.85	BEI_FL16S
SRR9089358.98	1473	51.39	32.42	BEI_FL16S
SRR9089358.99	1464	54.99	66.11	BEI_FL16S
SRR9089358.100	1479	51.25	31.72	BEI_FL16S
SRR9089358.101	1464	54.85	40.61	BEI_FL16S
SRR9089358.102	1482	52.63	34.63	BEI_FL16S
SRR9089358.103	1473	51.32	67.11	BEI_FL16S
SRR9089358.104	1479	52.74	66.88	BEI_FL16S
SRR9089358.105	1479	52.67	35.45	BEI_FL16S
SRR9089358.106	1474	51.36	56.93	BEI_FL16S
SRR9089358.107	1464	54.99	43.65	BEI_FL16S
SRR9089358.108	1473	51.39	50.53	BEI_FL16S
SRR9089358.109	1479	52.67	67.72	BEI_FL16S
SRR9089358.110	1479	52.67	32.66	BEI_FL16S
SRR9089358.111	1464	54.85	38.86	BEI_FL16S
SRR9089358.112	1479	52.67	45.62	BEI_FL16S
SRR9089358.113	1479	52.74	38.62	BEI_FL16S
SRR9089358.114	1473	53.84	33.93	BEI_FL16S
SRR9089358.115	1479	52.67	42.40	BEI_FL16S
SRR9089358.116	1479	52.74	38.82	BEI_FL16S
SRR9089358.117	1464	55.05	35.57	BEI_FL16S
SRR9089358.118	1473	51.39	62.21	BEI_FL16S
SRR9089358.119	1467	54.67	30.76	BEI_FL16S
SRR9089358.120	1465	54.74	49.44	BEI_FL16S
SRR9089358.121	1477	51.18	33.21	BEI_FL16S
SRR9089358.122	1473	53.70	34.59	BEI_FL16S
SRR9089358.123	1479	52.74	40.68	BEI_FL16S
SRR9089358.124	1479	52.67	37.75	BEI_FL16S
SRR9089358.125	1473	51.39	68.08	BEI_FL16S
SRR9089358.126	1473	51.46	58.46	BEI_FL16S
SRR9089358.127	1473	51.39	83.08	BEI_FL16S
SRR9089358.128	1479	52.67	48.44	BEI_FL16S
SRR9089358.129	1473	51.39	52.79	BEI_FL16S
SRR9089358.130	1473	51.32	35.81	BEI_FL16S
SRR9089358.131	1479	52.67	51.60	BEI_FL16S
SRR9089358.132	1473	51.39	40.04	BEI_FL16S
SRR9089358.133	1473	53.70	34.66	BEI_FL16S
SRR9089358.134	1464	54.85	60.72	BEI_FL16S
SRR9089358.135	1479	52.67	36.47	BEI_FL16S
SRR9089358.136	1465	54.74	52.19	BEI_FL16S
SRR9089358.137	1479	52.67	78.20	BEI_FL16S
SRR9089358.138	1473	51.46	33.08	BEI_FL16S
SRR9089358.139	1464	55.05	59.00	BEI_FL16S
SRR9089358.140	1479	52.67	41.70	BEI_FL16S
SRR9089358.141	1480	52.70	47.67	BEI_FL16S
SRR9089358.142	1473	51.39	42.46	BEI_FL16S
SRR9089358.143	1464	54.78	60.83	BEI_FL16S
SRR9089358.144	1471	52.28	32.52	BEI_FL16S
SRR9089358.145	1464	54.78	49.81	BEI_FL16S
SRR9089358.146	1484	52.43	31.00	BEI_FL16S
SRR9089358.147	1474	51.42	32.91	BEI_FL16S
SRR9089358.148	1479	52.74	36.38	BEI_FL16S
SRR9089358.149	1435	52.75	35.53	BEI_FL16S
SRR9089358.150	1479	52.67	33.86	BEI_FL16S
SRR9089358.151	1465	55.02	32.61	BEI_FL16S
SRR9089358.152	1484	52.49	35.12	BEI_FL16S
SRR9089358.153	1479	52.67	83.70	BEI_FL16S
SRR9089358.154	1390	55.76	37.89	BEI_FL16S
SRR9089358.155	1480	52.70	30.82	BEI_FL16S
SRR9089358.156	1471	52.28	53.61	BEI_FL16S
SRR9089358.157	1464	54.85	38.65	BEI_FL16S
SRR9089358.158	1465	54.74	43.07	BEI_FL16S
SRR9089358.159	1465	54.81	34.31	BEI_FL16S
SRR9089358.160	1479	52.67	40.44	BEI_FL16S
SRR9089358.161	1480	52.64	34.33	BEI_FL16S
SRR9089358.162	1464	54.85	53.19	BEI_FL16S
SRR9089358.163	1479	52.67	72.45	BEI_FL16S
SRR9089358.164	1474	51.42	34.09	BEI_FL16S
SRR9089358.165	1480	52.64	34.33	BEI_FL16S
SRR9089358.166	1481	52.60	31.42	BEI_FL16S
SRR9089358.167	1472	51.43	34.26	BEI_FL16S
SRR9089358.168	1463	54.82	38.54	BEI_FL16S
SRR9089358.169	1473	51.32	56.27	BEI_FL16S
SRR9089358.170	1464	54.85	31.59	BEI_FL16S
SRR9089358.171	1464	54.78	41.66	BEI_FL16S
SRR9089358.172	1473	51.39	36.58	BEI_FL16S
SRR9089358.173	1475	51.32	30.47	BEI_FL16S
SRR9089358.174	1465	54.81	38.11	BEI_FL16S
SRR9089358.175	1479	52.67	79.69	BEI_FL16S
SRR9089358.176	1480	52.77	34.68	BEI_FL16S
SRR9089358.177	1471	52.21	52.61	BEI_FL16S
SRR9089358.178	1464	54.78	52.81	BEI_FL16S
SRR9089358.179	1473	51.26	59.25	BEI_FL16S
SRR9089358.180	1475	51.39	29.95	BEI_FL16S
SRR9089358.181	1464	54.78	57.21	BEI_FL16S
SRR9089358.182	1474	51.36	38.49	BEI_FL16S
SRR9089358.183	1464	54.85	59.28	BEI_FL16S
SRR9089358.184	1479	52.74	34.20	BEI_FL16S
SRR9089358.185	1473	51.46	34.83	BEI_FL16S
SRR9089358.186	1464	55.05	49.05	BEI_FL16S
SRR9089358.187	1464	54.78	52.41	BEI_FL16S
SRR9089358.188	1435	52.61	35.50	BEI_FL16S
SRR9089358.189	1479	52.74	66.04	BEI_FL16S
SRR9089358.190	1473	51.39	46.31	BEI_FL16S
SRR9089358.191	1473	51.32	36.09	BEI_FL16S
SRR9089358.192	1473	51.32	46.93	BEI_FL16S
SRR9089358.193	1479	52.67	58.97	BEI_FL16S
SRR9089358.194	1473	51.39	72.07	BEI_FL16S
SRR9089358.195	1464	54.78	40.65	BEI_FL16S
SRR9089358.196	1479	52.67	49.60	BEI_FL16S
SRR9089358.197	1479	52.67	49.00	BEI_FL16S
SRR9089358.198	1479	52.74	42.30	BEI_FL16S
SRR9089358.199	1473	51.39	51.80	BEI_FL16S
SRR9089358.200	1465	54.88	52.45	BEI_FL16S
SRR9089358.201	1474	51.02	34.09	BEI_FL16S
SRR9089358.202	1471	52.28	62.62	BEI_FL16S
SRR9089358.203	1464	54.85	37.25	BEI_FL16S
SRR9089358.204	1473	51.32	39.83	BEI_FL16S
SRR9089358.205	1473	51.46	57.67	BEI_FL16S
SRR9089358.206	1475	51.39	40.99	BEI_FL16S
SRR9089358.207	1474	51.02	41.18	BEI_FL16S
SRR9089358.208	1479	52.74	46.47	BEI_FL16S
SRR9089358.209	1464	54.92	31.83	BEI_FL16S
SRR9089358.210	1473	51.32	41.76	BEI_FL16S
SRR9089358.211	1473	51.46	53.40	BEI_FL16S
SRR9089358.212	1478	52.71	32.06	BEI_FL16S
SRR9089358.213	1472	51.36	42.32	BEI_FL16S
SRR9089358.214	1479	52.74	34.52	BEI_FL16S
SRR9089358.215	1464	54.85	57.26	BEI_FL16S
SRR9089358.216	1482	52.77	30.49	BEI_FL16S
SRR9089358.217	1473	51.39	53.28	BEI_FL16S
SRR9089358.218	1389	55.65	34.89	BEI_FL16S
SRR9089358.219	1479	52.74	57.09	BEI_FL16S
SRR9089358.220	1473	51.39	41.65	BEI_FL16S
SRR9089358.221	1473	51.39	33.07	BEI_FL16S
SRR9089358.222	1479	52.67	52.83	BEI_FL16S
SRR9089358.223	1389	55.80	42.48	BEI_FL16S
SRR9089358.224	1473	51.39	40.96	BEI_FL16S
SRR9089358.225	1479	52.74	31.40	BEI_FL16S
SRR9089358.226	1473	51.39	31.54	BEI_FL16S
SRR9089358.227	1461	54.76	31.88	BEI_FL16S
SRR9089358.228	1464	54.78	51.13	BEI_FL16S
SRR9089358.229	1479	52.74	38.90	BEI_FL16S
SRR9089358.230	1473	51.32	40.33	BEI_FL16S
SRR9089358.231	1481	52.67	38.38	BEI_FL16S
SRR9089358.232	1479	52.67	65.87	BEI_FL16S
SRR9089358.233	1464	54.71	32.42	BEI_FL16S
SRR9089358.234	1479	52.67	53.32	BEI_FL16S
SRR9089358.235	1479	52.67	37.19	BEI_FL16S
SRR9089358.236	1473	51.32	42.34	BEI_FL16S
SRR9089358.237	1479	52.67	37.60	BEI_FL16S
SRR9089358.238	1479	52.67	41.07	BEI_FL16S
SRR9089358.239	1473	51.39	47.42	BEI_FL16S
SRR9089358.240	1479	52.74	31.99	BEI_FL16S
SRR9089358.241	1464	54.78	41.03	BEI_FL16S
SRR9089358.242	1479	52.74	39.50	BEI_FL16S
SRR9089358.243	1465	54.81	47.82	BEI_FL16S
SRR9089358.244	1389	55.80	33.88	BEI_FL16S
SRR9089358.245	1473	51.39	37.58	BEI_FL16S
SRR9089358.246	1479	52.67	31.42	BEI_FL16S
SRR9089358.247	1463	54.75	46.73	BEI_FL16S
SRR9089358.248	1434	52.93	75.99	BEI_FL16S
SRR9089358.249	1474	51.42	32.25	BEI_FL16S
SRR9089358.250	1474	53.66	73.34	BEI_FL16S
SRR9089358.251	1479	52.74	70.41	BEI_FL16S
SRR9089358.252	1464	54.78	48.55	BEI_FL16S
SRR9089358.253	1471	52.21	51.40	BEI_FL16S
SRR9089358.254	1473	51.39	46.82	BEI_FL16S
SRR9089358.255	1473	51.39	32.05	BEI_FL16S
SRR9089358.256	1473	51.39	70.77	BEI_FL16S
SRR9089358.257	1473	51.39	40.59	BEI_FL16S
SRR9089358.258	1479	52.74	37.51	BEI_FL16S
SRR9089358.259	1473	51.26	35.88	BEI_FL16S
SRR9089358.260	1464	54.78	75.76	BEI_FL16S
SRR9089358.261	1473	51.39	39.18	BEI_FL16S
SRR9089358.262	1473	51.39	40.34	BEI_FL16S
SRR9089358.263	1479	52.67	73.10	BEI_FL16S
SRR9089358.264	1479	52.67	34.07	BEI_FL16S
SRR9089358.265	1434	52.72	68.42	BEI_FL16S
SRR9089358.266	1465	55.02	32.34	BEI_FL16S
SRR9089358.267	1478	52.64	40.30	BEI_FL16S
SRR9089358.268	1464	54.99	38.66	BEI_FL16S
SRR9089358.269	1479	52.60	39.06	BEI_FL16S
SRR9089358.270	1470	51.36	33.31	BEI_FL16S
SRR9089358.271	1473	51.53	34.32	BEI_FL16S
SRR9089358.272	1479	52.67	57.64	BEI_FL16S
SRR9089358.273	1478	52.64	34.51	BEI_FL16S
SRR9089358.274	1471	52.28	53.98	BEI_FL16S
SRR9089358.275	1479	52.74	37.62	BEI_FL16S
SRR9089358.276	1473	51.32	51.08	BEI_FL16S
SRR9089358.277	1473	51.39	36.49	BEI_FL16S
SRR9089358.278	1435	52.75	42.05	BEI_FL16S
SRR9089358.279	1479	52.74	55.81	BEI_FL16S
SRR9089358.280	1464	54.78	34.50	BEI_FL16S
SRR9089358.281	1479	52.67	83.66	BEI_FL16S
SRR9089358.282	1473	51.26	35.25	BEI_FL16S
SRR9089358.283	1473	51.39	46.07	BEI_FL16S
SRR9089358.284	1474	51.42	31.18	BEI_FL16S
SRR9089358.285	1479	52.67	47.36	BEI_FL16S
SRR9089358.286	1472	53.67	32.24	BEI_FL16S
SRR9089358.287	1464	55.05	80.49	BEI_FL16S
SRR9089358.288	1464	54.99	52.62	BEI_FL16S
SRR9089358.289	1473	51.39	43.62	BEI_FL16S
SRR9089358.290	1479	52.74	74.02	BEI_FL16S
SRR9089358.291	1464	54.85	37.04	BEI_FL16S
SRR9089358.292	1480	52.64	36.49	BEI_FL16S
SRR9089358.293	1464	54.85	66.02	BEI_FL16S
SRR9089358.294	1473	51.39	58.81	BEI_FL16S
SRR9089358.295	1477	53.62	37.33	BEI_FL16S
SRR9089358.296	1473	51.46	42.27	BEI_FL16S
SRR9089358.297	1479	52.67	38.62	BEI_FL16S
SRR9089358.298	1482	52.56	32.30	BEI_FL16S
SRR9089358.299	1434	52.79	58.41	BEI_FL16S
SRR9089358.300	1470	54.69	42.13	BEI_FL16S
SRR9089358.301	1434	52.79	63.84	BEI_FL16S
SRR9089358.302	1473	51.26	38.06	BEI_FL16S
SRR9089358.303	1389	55.80	77.13	BEI_FL16S
SRR9089358.304	1479	52.74	56.99	BEI_FL16S
SRR9089358.305	1472	51.43	34.53	BEI_FL16S
SRR9089358.306	1473	53.70	40.92	BEI_FL16S
SRR9089358.307	1479	52.67	35.13	BEI_FL16S
SRR9089358.308	1474	51.42	36.59	BEI_FL16S
SRR9089358.309	1426	50.63	35.05	BEI_FL16S
SRR9089358.310	1478	52.71	30.71	BEI_FL16S
SRR9089358.311	1473	51.39	37.50	BEI_FL16S
SRR9089358.312	1479	52.67	35.45	BEI_FL16S
SRR9089358.313	1478	52.64	35.70	BEI_FL16S
SRR9089358.314	1479	52.67	49.21	BEI_FL16S
SRR9089358.315	1474	51.36	50.68	BEI_FL16S
SRR9089358.316	1463	54.82	42.62	BEI_FL16S
SRR9089358.317	1479	52.74	33.51	BEI_FL16S
SRR9089358.318	1473	51.39	61.43	BEI_FL16S
SRR9089358.319	1464	54.85	48.07	BEI_FL16S
SRR9089358.320	1464	54.85	36.85	BEI_FL16S
SRR9089358.321	1473	51.39	34.82	BEI_FL16S
SRR9089358.322	1472	51.36	32.65	BEI_FL16S
SRR9089358.323	1471	52.28	34.46	BEI_FL16S
SRR9089358.324	1479	52.74	30.47	BEI_FL16S
SRR9089358.325	1473	51.39	37.39	BEI_FL16S
SRR9089358.326	1473	51.32	49.74	BEI_FL16S
SRR9089358.327	1479	52.67	30.45	BEI_FL16S
SRR9089358.328	1464	54.85	43.28	BEI_FL16S
SRR9089358.329	1465	54.88	33.52	BEI_FL16S
SRR9089358.330	1471	52.28	51.83	BEI_FL16S
SRR9089358.331	1473	51.39	35.65	BEI_FL16S
SRR9089358.332	1473	51.39	56.44	BEI_FL16S
SRR9089358.333	1464	54.99	43.27	BEI_FL16S
SRR9089358.334	1474	51.29	46.32	BEI_FL16S
SRR9089358.335	1473	51.32	31.59	BEI_FL16S
SRR9089358.336	1464	54.85	40.58	BEI_FL16S
SRR9089358.337	1463	55.02	31.55	BEI_FL16S
SRR9089358.338	1464	54.78	36.74	BEI_FL16S
SRR9089358.339	1464	55.05	55.92	BEI_FL16S
SRR9089358.340	1479	52.67	80.33	BEI_FL16S
SRR9089358.341	1474	51.36	30.02	BEI_FL16S
SRR9089358.342	1479	52.67	40.38	BEI_FL16S
SRR9089358.343	1464	54.78	66.98	BEI_FL16S
SRR9089358.344	1477	52.74	43.29	BEI_FL16S
SRR9089358.345	1479	52.67	39.75	BEI_FL16S
SRR9089358.346	1479	52.67	38.14	BEI_FL16S
SRR9089358.347	1479	52.67	37.48	BEI_FL16S
SRR9089358.348	1479	52.67	43.54	BEI_FL16S
SRR9089358.349	1474	51.15	40.37	BEI_FL16S
SRR9089358.350	1479	52.74	37.97	BEI_FL16S
SRR9089358.351	1481	52.67	30.14	BEI_FL16S
SRR9089358.352	1473	51.39	33.13	BEI_FL16S
SRR9089358.353	1473	51.39	38.54	BEI_FL16S
SRR9089358.354	1474	51.22	66.19	BEI_FL16S
SRR9089358.355	1473	53.70	65.24	BEI_FL16S
SRR9089358.356	1471	52.28	46.23	BEI_FL16S
SRR9089358.358	1471	51.46	31.77	BEI_FL16S
SRR9089358.359	1388	55.84	38.07	BEI_FL16S
SRR9089358.360	1473	51.26	55.57	BEI_FL16S
SRR9089358.361	1478	52.64	42.40	BEI_FL16S
SRR9089358.362	1473	51.39	49.62	BEI_FL16S
SRR9089358.363	1478	52.64	37.72	BEI_FL16S
SRR9089358.364	1472	51.43	32.45	BEI_FL16S
SRR9089358.365	1471	52.14	32.25	BEI_FL16S
SRR9089358.366	1479	52.74	46.65	BEI_FL16S
SRR9089358.367	1478	52.71	53.31	BEI_FL16S
SRR9089358.368	1474	53.66	42.36	BEI_FL16S
SRR9089358.369	1474	51.29	35.63	BEI_FL16S
SRR9089358.370	1473	51.32	46.14	BEI_FL16S
SRR9089358.371	1471	52.28	33.53	BEI_FL16S
SRR9089358.372	1464	54.85	61.61	BEI_FL16S
SRR9089358.373	1473	51.39	45.64	BEI_FL16S
SRR9089358.374	1480	52.70	30.68	BEI_FL16S
SRR9089358.375	1480	52.70	38.21	BEI_FL16S
SRR9089358.376	1479	52.74	60.07	BEI_FL16S
SRR9089358.377	1473	51.39	34.69	BEI_FL16S
SRR9089358.378	1479	52.67	35.70	BEI_FL16S
SRR9089358.379	1473	51.26	46.98	BEI_FL16S
SRR9089358.380	1473	51.39	57.58	BEI_FL16S
SRR9089358.381	1473	51.39	46.12	BEI_FL16S
SRR9089358.382	1478	52.71	40.70	BEI_FL16S
SRR9089358.383	1474	53.66	57.92	BEI_FL16S
SRR9089358.384	1473	51.39	44.21	BEI_FL16S
SRR9089358.385	1473	51.32	38.17	BEI_FL16S
SRR9089358.386	1479	52.67	55.09	BEI_FL16S
SRR9089358.387	1464	54.92	32.99	BEI_FL16S
SRR9089358.388	1464	54.78	63.02	BEI_FL16S
SRR9089358.389	1495	52.24	76.79	BEI_FL16S
SRR9089358.390	1479	52.67	35.33	BEI_FL16S
SRR9089358.391	1464	54.78	34.90	BEI_FL16S
SRR9089358.392	1389	55.80	39.81	BEI_FL16S
SRR9089358.393	1470	52.18	33.67	BEI_FL16S
SRR9089358.394	1463	54.82	43.28	BEI_FL16S
SRR9089358.395	1479	52.67	34.99	BEI_FL16S
SRR9089358.396	1390	55.76	37.04	BEI_FL16S
SRR9089358.397	1479	52.67	37.51	BEI_FL16S
SRR9089358.398	1480	52.84	40.92	BEI_FL16S
SRR9089358.399	1479	52.67	52.04	BEI_FL16S
SRR9089358.400	1479	52.60	30.53	BEI_FL16S
SRR9089358.401	1473	51.46	50.42	BEI_FL16S
SRR9089358.402	1464	54.78	41.81	BEI_FL16S
SRR9089358.403	1473	51.39	40.37	BEI_FL16S
SRR9089358.404	1479	52.67	35.00	BEI_FL16S
SRR9089358.405	1466	54.84	39.30	BEI_FL16S
SRR9089358.407	1473	51.39	58.86	BEI_FL16S
SRR9089358.408	1473	51.39	65.37	BEI_FL16S
SRR9089358.409	1473	51.39	68.17	BEI_FL16S
SRR9089358.410	1466	54.77	30.88	BEI_FL16S
SRR9089358.411	1465	54.95	53.61	BEI_FL16S
SRR9089358.412	1473	51.46	45.29	BEI_FL16S
SRR9089358.413	1389	55.72	59.34	BEI_FL16S
SRR9089358.414	1479	52.60	40.25	BEI_FL16S
SRR9089358.415	1478	52.71	40.18	BEI_FL16S
SRR9089358.416	1473	51.39	42.42	BEI_FL16S
SRR9089358.417	1473	51.39	31.09	BEI_FL16S
SRR9089358.418	1479	52.67	56.85	BEI_FL16S
SRR9089358.419	1478	52.77	34.06	BEI_FL16S
SRR9089358.420	1464	55.05	33.38	BEI_FL16S
SRR9089358.421	1478	52.71	36.37	BEI_FL16S
SRR9089358.422	1479	52.74	32.92	BEI_FL16S
SRR9089358.423	1481	52.60	32.40	BEI_FL16S
SRR9089358.424	1474	53.60	41.30	BEI_FL16S
SRR9089358.425	1473	51.39	44.27	BEI_FL16S
SRR9089358.426	1473	51.39	38.15	BEI_FL16S
SRR9089358.427	1389	55.80	39.10	BEI_FL16S
SRR9089358.428	1480	52.64	35.68	BEI_FL16S
SRR9089358.429	1473	51.39	65.36	BEI_FL16S
SRR9089358.430	1463	54.34	34.40	BEI_FL16S
SRR9089358.431	1464	54.71	48.15	BEI_FL16S
SRR9089358.432	1475	51.46	30.81	BEI_FL16S
SRR9089358.433	1479	52.67	49.69	BEI_FL16S
SRR9089358.434	1434	52.72	54.17	BEI_FL16S
SRR9089358.435	1478	52.64	39.02	BEI_FL16S
SRR9089358.436	1479	52.67	45.37	BEI_FL16S
SRR9089358.437	1389	55.80	32.66	BEI_FL16S
SRR9089358.438	1473	51.32	37.52	BEI_FL16S
SRR9089358.439	1479	52.67	37.80	BEI_FL16S
SRR9089358.440	1479	52.67	32.75	BEI_FL16S
SRR9089358.441	1477	51.18	32.03	BEI_FL16S
SRR9089358.442	1465	54.95	52.81	BEI_FL16S
SRR9089358.443	1479	52.74	33.32	BEI_FL16S
SRR9089358.444	1479	52.67	34.79	BEI_FL16S
SRR9089358.445	1389	55.80	52.58	BEI_FL16S
SRR9089358.446	1473	51.39	45.00	BEI_FL16S
SRR9089358.447	1481	51.25	30.75	BEI_FL16S
SRR9089358.448	1473	51.39	35.09	BEI_FL16S
SRR9089358.449	1479	52.74	65.02	BEI_FL16S
SRR9089358.450	1484	52.56	34.37	BEI_FL16S
SRR9089358.451	1479	52.67	41.92	BEI_FL16S
SRR9089358.452	1389	55.80	64.21	BEI_FL16S
SRR9089358.453	1477	51.18	33.41	BEI_FL16S
SRR9089358.454	1472	51.49	36.47	BEI_FL16S
SRR9089358.455	1478	52.71	37.96	BEI_FL16S
SRR9089358.456	1479	52.60	31.91	BEI_FL16S
SRR9089358.457	1473	51.32	60.27	BEI_FL16S
SRR9089358.458	1473	51.12	32.18	BEI_FL16S
SRR9089358.459	1474	53.66	43.41	BEI_FL16S
SRR9089358.460	1474	51.42	33.43	BEI_FL16S
SRR9089358.461	1470	52.31	33.71	BEI_FL16S
SRR9089358.462	1473	51.39	33.94	BEI_FL16S
SRR9089358.463	1479	52.74	36.16	BEI_FL16S
SRR9089358.464	1479	52.74	37.45	BEI_FL16S
SRR9089358.465	1479	52.60	46.11	BEI_FL16S
SRR9089358.466	1474	51.29	38.78	BEI_FL16S
SRR9089358.467	1473	51.39	50.65	BEI_FL16S
SRR9089358.468	1389	55.80	57.80	BEI_FL16S
SRR9089358.469	1479	52.67	40.41	BEI_FL16S
SRR9089358.470	1472	51.36	30.72	BEI_FL16S
SRR9089358.471	1464	54.78	37.15	BEI_FL16S
SRR9089358.472	1472	51.43	34.42	BEI_FL16S
SRR9089358.473	1463	55.02	39.64	BEI_FL16S
SRR9089358.474	1479	52.67	52.69	BEI_FL16S
SRR9089358.475	1471	51.46	31.53	BEI_FL16S
SRR9089358.476	1473	51.39	45.40	BEI_FL16S
SRR9089358.477	1479	52.67	55.44	BEI_FL16S
SRR9089358.478	1473	53.63	62.49	BEI_FL16S
SRR9089358.479	1474	51.42	35.87	BEI_FL16S
SRR9089358.480	1472	51.43	29.77	BEI_FL16S
SRR9089358.481	1473	51.39	31.48	BEI_FL16S
SRR9089358.482	1473	51.39	56.74	BEI_FL16S
SRR9089358.483	1479	52.74	51.28	BEI_FL16S
