Feature ID	Taxon	Confidence	Assignment Database
bc343de4aa5c76dd7856411732ecc5af	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11; s__AG11 sp002215645	81	GTDB r207
1c67d4a75c43b682016a0f2005bd0f90	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae; g__Unclassified; s__Unclassified	65	GTDB r207
95d0303f107bf82db0c1c70be685f1f2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter; s__Unclassified	51	GTDB r207
e67f6b8d9e651b3428f0c9a16d39f6f7	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JADJOM01; s__Unclassified	73	GTDB r207
4dc8a614a5425bfb88b5862b49b453de	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	49	GTDB r207
ff305e3ac497dafc81c7267a96aca5b4	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__Unclassified	51	GTDB r207
ed6755eb8b960032011f6668c771de71	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter sp005503055	83	GTDB r207
ce881527c726f149d56536c76bbeed15	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	59	GTDB r207
594db6754e0ce540f3ac7f6795d01c72	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXM01; s__QHXM01 sp003222945	100	GTDB r207
d8f9af6cca14bfa98907df24ab9ba3d3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Unclassified	31	GTDB r207
4574ef12332c45625d76ae12ff6355c8	d__Bacteria; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	42	GTDB r207
c751829b44a40917157b54ad8ba53547	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Sulfurifustaceae; g__SCRL01; s__SCRL01 sp004298065	99	GTDB r207
cc76e731eff5f94726bd63f5f9441c7d	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__DP-1; s__DP-1 sp005879605	99	GTDB r207
ed311911f2dbbe850bd9b87e5c856cc6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	99	GTDB r207
61a4af9213061f9c9243bdab8da71ce8	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	93	GTDB r207
8440349819db238ef20cff67ec0f8b0f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys; s__Pseudolabrys taiwanensis	95	GTDB r207
6328fab0ca23e32083488e4f6d6603be	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	49	GTDB r207
30690e8ec0a0d88b1e44162e0454c2d0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__RPQJ01; s__RPQJ01 sp016713725	100	GTDB r207
c8e2c48e7a78b40a190495cf5f41f994	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	58	GTDB r207
0d5bfbe6fdc4f0e9ac64c3baf4e80923	d__Bacteria; p__; c__; o__; f__; g__; s__ soil	100	RefSeq + RDP
dc5840029a694e8c6c1a1873f8520926	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	77	GTDB r207
d68f816e0e52396c0dd4b947a2d83716	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	72	GTDB r207
8af18ed445185d6d01c655350d7ac96d	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__JADGQX01; s__JADGQX01 sp017881445	100	GTDB r207
a777565fde271fca9edaca14529282aa	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
a2969b627b2ecb96c6c1d6197162b694	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Unclassified; g__Unclassified; s__Unclassified	79	GTDB r207
1c0dfd0206b44a1630dd891205d17fe9	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Unclassified; g__Unclassified; s__Unclassified	57	GTDB r207
bfcba0a1700a1a36b315971c58b86e33	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	62	GTDB r207
d134ad3845e779ed3917876440926632	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__Luteimonas pelagia	100	RefSeq + RDP
0005d545190c95ea4cf35b4dd3ca1b7d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	60	GTDB r207
6cd0f71d2612d56d5eb5f96b68ccd25c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Sulfurifustaceae; g__SCRL01; s__SCRL01 sp004298065	98	GTDB r207
c30a5511fc22db4e5073f4fc2a624dc4	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720; s__UBA4720 sp902812375	100	GTDB r207
6d48bcb6b0db721359d31032972e53ac	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	63	GTDB r207
5aea37108b1a1ffa36d06984ef9a117b	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Roseisolibacter; s__Roseisolibacter agri	86	RefSeq + RDP
bf49d70da9fc53549326ef6dd57422fe	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp016874295	100	GTDB r207
c2978857e118819999ada77972e78d96	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Unclassified; s__Unclassified	69	GTDB r207
5d171fd55c97b5ba89824fe1b9653b44	d__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter; s__Candidatus_Udaeobacter Udaeobacter	85	RefSeq + RDP
d95864b7caa6c908f6de0d9adfbdaa76	d__Bacteria; p__Desulfobacterota_E; c__MBNT15; o__MBNT15; f__MBNT15; g__Unclassified; s__Unclassified	74	GTDB r207
aa3a179bf9ba3d8ee8e59935588abc9e	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Unclassified; g__Unclassified; s__Unclassified	68	GTDB r207
8c7f95398ce6a6f504566b1e64a1c797	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas_B; s__Luteimonas B telluris	100	GTDB r207
d0a180e08411efc3eec0b8b392fef994	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__RPQJ01; s__RPQJ01 sp016713725	97	GTDB r207
2e0db9fdf504f055f607fc44503f394a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter soli	95	Silva 138.1
5eed8c0225f0784154b17de3be0f50af	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
35c68a35963b3ab5687b61ed9d727f82	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	77	GTDB r207
bc7e2220f40826c014f6b8654fdd6fd8	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXM01; s__QHXM01 sp003222945	98	GTDB r207
5e4354f5cc351960a754dc1600b76478	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp016874295	100	GTDB r207
c2565319158fea4046bde388a32c387d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADKGY01; s__JADKGY01 sp016716665	100	GTDB r207
d6b02f5a18d6e42e5c3b45d2d1eec8fe	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadales; f__Unclassified; g__Unclassified; s__Unclassified	60	GTDB r207
efa23cfad06ad348cf29dcc75a697dfe	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__Anaeromyxobacter dehalogenans B	83	GTDB r207
256b14701a6bc366be64e9d2717017f3	d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia_subdivision_3; g__; s__ Ellin5102	100	RefSeq + RDP
b15e79f30d38aa94a4c183e1fae1a3d4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Parasegetibacter; s__Parasegetibacter terrae	93	Silva 138.1
62c5fe6bce71f44e7b6f246177b065a9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	73	GTDB r207
97d59894b6a79048c3e349c18dc884e7	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	62	GTDB r207
996e3ec6ac93c33fbad3464af1f197f8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Unclassified	70	GTDB r207
09b490c9346971de5567e51b3593df6b	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__Bin18; f__Bin18; g__JABFSC01; s__JABFSC01 sp009692435	100	GTDB r207
c552444c090fa70e86dfbbf2d4401e5c	d__Bacteria; p__Desulfobacterota_D; c__UBA1144; o__RKRQ01; f__RKRQ01; g__RKRQ01; s__Unclassified	69	GTDB r207
aa581ed72ca24e438aa85333c5151480	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Unclassified; g__Unclassified; s__Unclassified	61	GTDB r207
ad8e0944043600245ec7b0feb600aaad	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	56	GTDB r207
5ecc994fcdb4fb2f0be7246eb3875278	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	70	GTDB r207
6b6cacccf80b17e4b48c21eaa42cef7b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter_A; s__Lysobacter A helvus	100	GTDB r207
5bfc0d94cc8f2ed3472bdb87379fd7cf	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	65	GTDB r207
81d0526177d3df566aac44a591cb10f0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	95	GTDB r207
f9a8bfe0080dbefe4c839eb14e4f9a64	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__DP-1; s__DP-1 sp005879605	100	GTDB r207
a8038c12e05d55b82eeb5e41cccc253f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Unclassified	37	GTDB r207
4a420046ed2be3e8c72280afcb76be3c	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
6e062c47e657b281d082ac572e320012	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	94	GTDB r207
e6331dab9f3e2f5c3374ea97f1cf27b0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR9; s__AR9 sp003221455	100	GTDB r207
e6e0afdda1382019da77601267581a3b	d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas; s__Terrimonas terrae	88	RefSeq + RDP
a267cbd1b3b3cc20aac355091f4d2ef0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Unclassified	32	GTDB r207
f7ed9e3d93bac028432e31c8e54ba925	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__OLB17 sp003223025	100	GTDB r207
586966f2b4af959695edf32045f80391	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	53	GTDB r207
45ededd752dcdc0322ffcfacde1fcb5e	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794; f__ZC4RG35; g__SZUA-217; s__SZUA-217 sp004356805	100	GTDB r207
b2aaab9bce463ed405d0da9121320cf9	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JADJOM01; s__Unclassified	57	GTDB r207
3c5a4a4e00b9f07e3cb12e0f435bf3b3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp002135245	100	GTDB r207
be90f58db19538fc518941b4a138ac83	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_C; s__Unclassified	47	GTDB r207
b0a8c7cf15265a2e7d15ce3fe0713135	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__Unclassified; s__Unclassified	63	GTDB r207
adc0520496a1da77a8053cea197ba520	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__DP-1; s__DP-1 sp005879605	98	GTDB r207
8210acc28fddd2bca15a1798c1a9d2fe	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__UBA6898; g__UBA6898; s__UBA6898 sp016217675	84	GTDB r207
289237207f7605af93c768410f608261	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__DP-1; s__DP-1 sp005879605	100	GTDB r207
557d5d7794b8fc94f567215d1389e444	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Unclassified	71	GTDB r207
f544d304e2cb58ce16d1bb684458241e	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	62	GTDB r207
b33a85351f38610b55490e9777db292f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	78	GTDB r207
8a2335861a4c0baac9259074df8c5d60	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Unclassified; g__Unclassified; s__Unclassified	72	GTDB r207
8762660b9e52b00ca72ae463bb88fd8a	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__DP-1; s__DP-1 sp005879605	100	GTDB r207
fa6a2628ae561ca2ee7404c299449e3a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__RPQJ01; s__RPQJ01 sp016713725	99	GTDB r207
37f85654a554cdfd47eaf4ad77b29916	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794; f__S012-128; g__S012-128; s__S012-128 sp015488325	88	GTDB r207
28f0851cf31695fd7fe70f2c29088ef5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Unclassified; s__Unclassified	40	GTDB r207
fe7b9b1d2bcf054cc0e36618f2d0ff19	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__Binatales; f__Binataceae; g__Binatus; s__Unclassified	74	GTDB r207
ec5359e70907fbc0f69e266f50b4deac	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp016874295	100	GTDB r207
df660eb7b0ea51a558a94c08143c3064	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__WYBL01; s__WYBL01 sp011526565	100	GTDB r207
05fb50f96426dcd8f6fcc26853cfb4ff	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ramlibacter; s__Unclassified	55	GTDB r207
d548b3a4ae705b482b1f76de0d015232	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__12-FULL-67-14b; s__12-FULL-67-14b sp016871275	100	GTDB r207
20181aedf61a7f2e3ea45b66e71f5159	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADKGY01; s__JADKGY01 sp016716665	100	GTDB r207
d69f3d0b7e84674db653f7dd5172dc5a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Niastella; s__Niastella sp004341975	100	GTDB r207
6651666a000a135c4a87b1fee6ce2c15	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	87	GTDB r207
54c3d4bad53ead236f242da5f9849d42	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Unclassified; s__Unclassified	67	GTDB r207
d0eb24869473cff46fc22a5097cabcad	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Unclassified; g__Unclassified; s__Unclassified	73	GTDB r207
583100f098cf8355269155b652339f14	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__FEB-7; s__Unclassified	79	GTDB r207
d57788f44a54d4f1976db94a73122b02	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	50	GTDB r207
de6eb611869a028e8f42084b2661643f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADKGY01; s__JADKGY01 sp016716665	100	GTDB r207
18513cf6996c4a8ff660fcb1a3db1286	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066; f__Gp7-AA6; g__Gp7-AA6; s__Gp7-AA6 sp003222385	93	GTDB r207
96f1f0db8f8cee1d77f8ca4462ec89b2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ramlibacter; s__Ramlibacter sp013087525	100	GTDB r207
5770598f207f5ffb612cb673942e3583	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Aromatoleum; s__Unclassified	71	GTDB r207
70e7bafa95fb06e0c15aabbb872277a6	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__Bin18; f__Bin18; g__JABFSC01; s__JABFSC01 sp009692435	99	GTDB r207
5767eaa4deaa458d9c9884d335c559da	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavitalea; s__Flavitalea sp014873345	87	GTDB r207
e305a51c24a58cac391578b2925bf96f	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	66	GTDB r207
ae933bbbe233e0481cf5abd8eaf87ffc	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified	66	GTDB r207
974c214cfe7180dd7d775d0704dcd9a0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Unclassified	54	GTDB r207
4df3ffe2c755cbc2bc0123c1b40a1bc8	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__Unclassified	60	GTDB r207
1fe7b6b455a3541dc4f0436319c1f47b	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp013817065	100	GTDB r207
0a8124ba000ca5d48d3eb88664350fd2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__Unclassified; s__Unclassified	62	GTDB r207
d41b09057550330f220619e70a9088e8	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720; s__UBA4720 sp902812375	100	GTDB r207
6163d4609beccbcef7e06b0eaaa50e50	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	68	GTDB r207
b4757cae49024a3b4537afb60845d010	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Unclassified	59	GTDB r207
35508f5e1d67cb8aa408a0713caac7f3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Unclassified	55	GTDB r207
3c5c70ce9f012fafba87b5162edcbac2	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__QHYU01; s__QHYU01 sp003224235	97	GTDB r207
321d84745b0a9545b5661d38c4af41bb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	72	GTDB r207
7cafa00f226a214800d899a75dab548d	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794; f__S012-128; g__S012-128; s__S012-128 sp015488325	82	GTDB r207
a9ac123d7c4de8a8f9f6762b6899782e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Unclassified; s__Unclassified	72	GTDB r207
1b16755167aa2230cf23e9be1c7abff4	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unclassified; s__Unclassified	49	GTDB r207
6c8416037e54b4c09cb3a59851baec3c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas jaspsi	85	RefSeq + RDP
485b85d834ac04891c1f216da02c7299	d__Bacteria; p__Candidatus_Saccharibacteria; c__; o__; f__; g__; s__ bacterium	82	RefSeq + RDP
d786c5b1164ab62cb44158d698a165cf	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__JADGQX01; s__JADGQX01 sp017881445	99	GTDB r207
3f5c83345175cd82810e5ff425bbdc8a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__Unclassified; s__Unclassified	64	GTDB r207
785939f64e8e5cf1e7fb11a2b070579c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	99	GTDB r207
2218d4b11fcb94a6f17f02f4d260ba32	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016716425	100	GTDB r207
